report_id,date,location,asset,report_type,narrative,sif_label,sif_label_reason,source_event_code,source_nature,data_source,narrative_provenance,context_provenance,sector_provenance
OIL-265822-10187,2026-05-31,Duliajan,Crude Oil Pump Station,Near Miss,"On or about 01/30/2015, an employee amputated his finger while cutting lumber with a power tool. The lumber was covered with ice; when the blade struck the lumber and ice, it kicked backed and cut the tip of the employee's left thumb.",0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,Amputations,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-284510-10188,2026-05-31,Duliajan,Crude Oil Pump Station,Near Miss,"After a manifold trailer had been pressure-tested to 3,000 psi, a Renegade employee bled it off to 1,200 psi. The accumulator broke and struck the employee's face under pressure, causing lacerations inside and outside the mouth. The employee was hospitalized.",1,"high-energy mechanism (Struck by dislodged flying object, particle)","Struck by dislodged flying object, particle","Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-296643-10189,2026-05-31,Digboi,Crude Oil Pump Station,Incident,An employee was at a Travel Centers of America truck stop. The employee was walking in the parking lot and slipped on the ice. The employee fell and hit their head causing a skull fracture. The employee was admitted to and hospitalized at OSU Medical Center.,0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-309395-10190,2026-05-31,Duliajan,Central Workshop,Unsafe Act,"An employee was loading a truck with framed windows when a window struck the employee's left arm, causing a fracture that required surgery and hospitalization.",0,"no high-energy mechanism identified (Struck by object or equipment, unspecifi)","Struck by object or equipment, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-348938-10191,2026-05-31,Barekuri,Group Gathering Station,Unsafe Condition,"On November 21, 2016, an employee was walking in the cabin of a plane in the aircraft interior repair shop when he stubbed his toe on a first class seat. His toe became infected with a suspected hairline fracture and required hospitalization on November 22, 2016.",0,no high-energy mechanism identified (Struck against stationary object or equi),"Struck against stationary object or equipment, n.e.c.","Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-444112-10192,2026-05-31,Jorajan,Workover Rig,Unsafe Condition,"An employee was using an electric pallet jack to retrieve a chemical tote from a staging lane. He inserted the pallet jack under the tote and began to back up. After moving backward for approximately 15 feet, the employee tripped on a collapsible tote. As he fell, the pallet jack ran over his left foot. His ankle was lacerated and his foot was fractured.",0,low-energy mechanism (Fall on same level resulting in exposure or cont),Fall on same level resulting in exposure or contact,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-558653-10193,2026-05-31,Digboi,LPG Plant,Incident,"An employee was siphoning degreaser from a 55-gallon drum. Some of the caustic solution entered his mouth and throat, causing burns. He was hospitalized.",0,no high-energy mechanism identified (Ingestion of harmful substance),Ingestion of harmful substance,"Chemical burns and corrosions, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-560571-10194,2026-05-31,Makum,Pipeline Section,Near Miss,"An employee was adding a second trailer with a dolly to the rear of a trailer. The employee's right leg got stuck on the dolly and the employee fell on their left leg, suffering an injury to the left hip.",0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-578448-10195,2026-05-31,Duliajan,Central Workshop,Unsafe Act,"An employee was using a load brindle to load a truck. The truck rolled backward, pinning the employee against the load. She suffered a partial collapsed lung and was hospitalized.",1,high-energy mechanism (Caught between rolling powered vehicle and other),Caught between rolling powered vehicle and other object,Internal injuries to organs and blood vessels of the trunk,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-791927-10196,2026-05-31,Duliajan,Central Workshop,Near Miss,An employee was attempting to remove a center sleeve from a clutch with a hammer. The hammer struck their left thumb while loosening a bearing. The thumb was fractured and lacerated above the knuckle.,0,no high-energy mechanism identified (Injured by object held or wielded by per),Injured by object held or wielded by person,"Fractures and surface, flesh wounds",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-936824-10197,2026-05-31,Dikom,Well Head,Near Miss,"Workers were drilling with a drill rig when a deflection pipe broke off and a stream of water hit an employee standing nearby. The employee fell backward and hit his head on a piece of equipment, fracturing his skull.",0,"low-energy mechanism (Fall on same level, n.e.c.)","Fall on same level, n.e.c.",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-939388-10198,2026-05-31,Duliajan,Central Workshop,Near Miss,"An employee had removed a side panel on a boom truck to diagnose an overheating issue. The belt caught his glove and pulled his left hand in, resulting in a partial amputation of his left index finger.",1,lethal-capable energy implied by injury nature (Amputations involving bone loss),"Struck by running powered equipment  during maintenance, cleaning, testing",Amputations involving bone loss,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-997893-10199,2026-05-31,Hapjan,Workover Rig,Unsafe Act,"An employee was using a pressure washer to wash grease off of equipment. The employee was moving the power washer wand from side to side, when the wand went across his right foot. The pressurized spray cut through his boot and caused abrasions and lacerations to his right foot. The employee was hospitalized.",1,high-energy mechanism (Struck by discharged object or substance),Struck by discharged object or substance,Cuts and abrasions or bruises,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-218588-10200,2026-06-01,Baghjan,Well Head,Unsafe Condition,"An employee was walking on ice when they slipped and fell, resulting in a fractured ankle and leg.",0,low-energy mechanism (Fall on same level due to slip or trip),Fall on same level due to slip or trip,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-266677-10201,2026-06-01,Jaisalmer - Dandewala,Gas Compressor Station,Incident,An employee was warming up a hydraulic cylinder with a propane heater when hydraulic fluid shot through a pinhole leak in the feed line toward the propane heater and ignited. The employee suffered burns to the face and hands.,1,"high-energy mechanism (Ignition of vapors, gases, or liquids)","Ignition of vapors, gases, or liquids","Heat (thermal) burns, unspecified",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-372015-10202,2026-06-01,Tengakhat,Pipeline Section,Near Miss,"An employee was unloading a trench box panel from a forklift when it fell on the employee, who suffered lower vertebra fractures. The employee was hospitalized.",1,high-energy mechanism (Struck by object falling from vehicle or machine),Struck by object falling from vehicle or machinery-other than vehicle part,Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-622396-10203,2026-06-01,Duliajan,Crude Oil Pump Station,Near Miss,An employee was hospitalized with a bruised right hip after tripping on some steps while retrieving an instrument panel.,0,"low-energy mechanism (Fall on same level while climbing stairs, steps,)","Fall on same level while climbing stairs, steps, or curbs","Bruises, contusions",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-627514-10204,2026-06-01,Duliajan,Central Workshop,Near Miss,"An employee was repairing the steering column on a mobile crane. His hammer struck his right index finger, causing the amputation of the fingertip.",0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,Amputations,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-661185-10205,2026-06-01,Dikom,Drilling Rig,Incident,An employee slipped on ice and fell resulting in a hip fracture.,0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-661185-10206,2026-06-01,Chabua,Pipeline Section,Incident,An employee was using a powered industrial truck (PIT) to move parts stored in totes inside a distribution warehouse. The employee knelt down to manually remove an empty tote from the forks of the PIT. The employee felt something pop in their back and was unable to get up. The employee was hospitalized with bulging discs in their lower back.,0,"no high-energy mechanism identified (Twisting, reaching, bending)","Twisting, reaching, bending","Disc disorders, herniated disc",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-680551-10207,2026-06-01,Digboi,LPG Plant,Unsafe Act,"On Friday, November 13, 2015, an employee was moving a wooden pallet when he got a splinter in the palm of his right hand. He was later hospitalized when the splinter became infected.",0,no high-energy mechanism identified (Struck against stationary object or equi),"Struck against stationary object or equipment, n.e.c.","Puncture wounds, except gunshot wounds",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-718519-10208,2026-06-01,Duliajan,Central Workshop,Incident,"The employee was walking down the incline of a bayou on uneven terrain at the jobsite. The employee slipped, tripped, and fell to the ground fracturing his right leg.",0,"low-energy mechanism (Fall on same level, n.e.c.)","Fall on same level, n.e.c.",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-886903-10209,2026-06-01,Hapjan,Workover Rig,Unsafe Act,An employee was retrieving a dust cap from an asphalt auger when his right ring fingertip was amputated. The employee was hospitalized.,1,"lethal-capable energy implied by injury nature (Amputations, avulsions, enucleations  un)","Struck by running powered equipment  during maintenance, cleaning, testing","Amputations, avulsions, enucleations  unspecified",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-943664-10210,2026-06-01,Digboi,LPG Plant,Unsafe Act,"An employee was diagnosing an alarm on a compressor skid. They were changing out a liquid level switch on the natural gas compressor system when there was a flash fire/explosion. The employee sustained burns to their face and ear, and severe burns to both hands. The employee was hospitalized.",0,"no high-energy mechanism identified (Fire, unspecified)","Fire, unspecified","Heat (thermal) burns, unspecified",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-961566-10211,2026-06-01,Digboi,LPG Plant,Unsafe Act,A carrier's leg was severely scratched by a dog. The employee was hospitalized.,0,"low-energy mechanism (Mauled, clawed, scratched by animal)","Mauled, clawed, scratched by animal","Cuts, lacerations, punctures without injury to internal structures",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-965875-10212,2026-06-01,Jaisalmer - Tanot,Gas Compressor Station,Incident,"An employee picked up a case of jelly from one pallet and walked over to another pallet to place the case of product. Once the employee got to the second pallet, he tripped and fell in a lunge position, striking his right knee on the ground and fracturing his right femur.",0,"low-energy mechanism (Fall on same level due to tripping, unspecified)","Fall on same level due to tripping, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-994291-10213,2026-06-01,Dikom,Drilling Rig,Near Miss,An employee was loading out components of a stacked drilling rig when a beam flipped over and struck the employee. The employee suffered a broken leg and fractured ribs.,1,"high-energy mechanism (Struck by falling object or equipment, n.e.c.)","Struck by falling object or equipment, n.e.c.",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-994291-10214,2026-06-01,Naharkatiya,Group Gathering Station,Near Miss,"An employee was moving an argon tank across the floor and slipped on bacon grease, falling backward. His right thumb was caught between the handle of the tank and the ground, crushing his right thumb. The employee was hospitalized and required surgery.",0,low-energy mechanism (Fall on same level due to slip or trip),Fall on same level due to slip or trip,Nonfatal 'crushing' injuries,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-102216-10215,2026-06-02,Shalmari,Group Gathering Station,Unsafe Act,"An employee entered the back of a CNC laser machine and was caught by the CNC laser head, resulting in lacerations to their left thigh and ankle as well as the back of their head. The machine was not locked out/tagged out at the time.",0,no high-energy mechanism identified (Struck by running powered equipment  uns),Struck by running powered equipment  unspecified,"Cuts, lacerations, punctures without injury to internal structures",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-109075-10216,2026-06-02,Tengakhat,Pipeline Section,Unsafe Act,"An employee was assembling material on a conveyor while a nearby co-worker was moving a load of steel plate with a forklift. The steel plate dropped from the forklift and struck the employee, resulting in a broken leg that required hospitalization.",0,no high-energy mechanism identified (Struck by other falling object  n.e.c.),Struck by other falling object  n.e.c.,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-124159-10217,2026-06-02,Baghjan,Drilling Rig,Incident,"While walking to a work bench, an employee felt faint, went to sit down, and tripped over a floor scale. The employee was hospitalized.",0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,"Traumatic injuries and disorders, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-131983-10218,2026-06-02,Duliajan,Oil Collecting Station,Near Miss,"An employee was working on top of a rebar mat that was about 4 feet off the ground. As he walked across the mat, he stepped into a gap and his lower leg was caught in the rebar. His right leg twisted, and he suffered fractures to the tibia and fibula. He was hospitalized.",0,no high-energy mechanism identified (Trip from stepping into a hole without f),Trip from stepping into a hole without fall,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-225209-10219,2026-06-02,Dikom,Well Head,Near Miss,"On July 20, 2018, an employee tripped on a sidewalk and fell, suffering a fractured hip and requiring hospitalization.",0,low-energy mechanism (Fall on same level due to tripping on uneven sur),Fall on same level due to tripping on uneven surface,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-237285-10220,2026-06-02,Jaisalmer - Dandewala,Gas Compressor Station,Unsafe Act,"An employee was changing out a propane tank. As the employee tightened a fitting on the tank, propane leaked out and contacted the employee's right hand resulting in cold burns to three fingers.",0,no high-energy mechanism identified (Contact with cold objects or substances),Contact with cold objects or substances,"Other burns, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-274228-10221,2026-06-02,Makum,Pipeline Section,Unsafe Act,"An employee was tripping out pipe and racking it. The employee lost their footing and their right hand was caught between pipes, which broke two of the employee's fingers.",1,high-energy mechanism (Compressed or pinched by shifting objects or equ),Compressed or pinched by shifting objects or equipment,Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-359086-10222,2026-06-02,Naharkatiya,Oil Collecting Station,Incident,"An employee was flagging a forklift driver when metal slag broke off a piece of steel being welded and hit the employee in the leg, causing a fracture. The employee was hospitalized.",0,"no high-energy mechanism identified (Struck by object or equipment, unspecifi)","Struck by object or equipment, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-375367-10223,2026-06-02,Kusijan,Drilling Rig,Near Miss,An employee was hospitalized overnight after being struck in the mouth by a hand-held power angle drill. The accident occurred at the job site at approximately 8:00 a.m. on 01/31/15. The employee sustained massive lacerations to his cheek and jaw and broke two teeth.,0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,"Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-388182-10224,2026-06-02,Duliajan,Central Workshop,Unsafe Condition,"An employee was working to straighten up a lifting sub for a reamer while it was inside the automated floor wrench. The spinner doors closed, catching the employee's right forearm. The employee sustained a fractured right radius and a displaced fracture of the right ulna. The employee was hospitalized and required surgery.",0,no high-energy mechanism identified (Struck by running powered equipment  uns),Struck by running powered equipment  unspecified,Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-848352-10225,2026-06-02,Baghjan,Drilling Rig,Incident,An employee was using a sledgehammer to hit a piece of pipe. The hammer deflected and smashed his right pinky finger between the head of the hammer and the tubing tongs. The employee sustained a laceration and fracture to his right pinky finger resulting in hospitalization.,0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-848379-10226,2026-06-02,Chabua,Crude Oil Pump Station,Unsafe Condition,An employee was struck by a plasma cutter and suffered a broken left tibia and fibula. The employee was hospitalized.,0,no high-energy mechanism identified (Struck by running powered equipment  n.e),Struck by running powered equipment  n.e.c.,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-872809-10227,2026-06-02,Duliajan,Crude Oil Pump Station,Unsafe Act,An employee was walking across the facility floor when they tripped over pallet banding and fell to the ground. The employee was hospitalized with a broken hip.,0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-908545-10228,2026-06-02,Chabua,Crude Oil Pump Station,Unsafe Condition,"A driver was doing maintenance on the gladhand connections on the front of a tank trailer. While climbing up to the catwalk area with a tire thumper and a razorblade knife (to rough up the rubber grommet to create a better seal), he fell. He landed on both feet on the fuel tank steps behind the cab. The tire thumper drove the pocketknife into his left little finger, causing a laceration near the first knuckle.",1,high-energy mechanism (Other fall to lower level less than 6 feet),Other fall to lower level less than 6 feet,"Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-189061-10229,2026-06-03,Dikom,Drilling Rig,Near Miss,An employee was delivering mail and felt dizzy. The employee was hospitalized for dehydration.,0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,"Effects of heat and light, n.e.c.",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-212771-10230,2026-06-03,KG Basin - Kakinada,Pipeline Section,Unsafe Condition,"An employee was delivering parcels to residential homes using a company vehicle. The employee completed their work day, went home, and felt ill. He was hospitalized for a heat illness.",0,low-energy mechanism (Exposure to environmental heat  outdoor),Exposure to environmental heat  outdoor,Effects of heat  unspecified,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-304799-10231,2026-06-03,Makum,Crude Oil Pump Station,Near Miss,"An employee was removing material from a roll when they slipped and fell on the concrete floor, resulting in a fractured right hip.",0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-367762-10232,2026-06-03,Digboi,Crude Oil Pump Station,Near Miss,"An employee was tightening the packing bolts on a beam pumping unit in the oil field by using an air impact wrench when the head of the unit, while in a down stroke, came in contact with the impact wrench forcing it downward and mashing the tool against the left index finger. The employee sustained a partial amputation of the left index fingertip.",1,high-energy mechanism (Caught in running equipment or machinery during ),Caught in running equipment or machinery during regular operation,Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-373314-10233,2026-06-03,Makum,Pipeline Section,Incident,"An employee was exiting a vehicle to fuel up when his finger was caught in the pinch point between the driver's side door and a metal post, resulting in an amputation to his right ring fingertip.",1,high-energy mechanism (Compressed or pinched by shifting objects or equ),Compressed or pinched by shifting objects or equipment,Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-543618-10234,2026-06-03,Kusijan,Workover Rig,Unsafe Act,An employee walking down an egress ramp fell and broke his leg.,0,"low-energy mechanism (Fall on same level, unspecified)","Fall on same level, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-595776-10235,2026-06-03,Duliajan,Central Workshop,Incident,An employee exited a dump truck and was standing in front of it when it started to roll forward. The dump truck struck the employee causing fractures and contusions to their lower extremities.,0,"no high-energy mechanism identified (Struck by rolling, sliding, or shifting )","Struck by rolling, sliding, or shifting objects non-running",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-805634-10236,2026-06-03,Naharkatiya,Well Head,Near Miss,An employee was maneuvering a steel pipe (blind) during a rigging operation. A malfunction caused the blind to land on the employee's left hand resulting in amputations to the index and middle fingers at the first joint.,1,lethal-capable energy implied by injury nature (Amputations),"Contact with objects and equipment, unspecified",Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-817236-10237,2026-06-03,Chabua,Pipeline Section,Unsafe Condition,An employee was preparing for work when her left foot struck an object. She then fell to the concrete floor and broke her hip.,0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-828796-10238,2026-06-03,Digboi,Central Workshop,Unsafe Act,An employee was cleaning up the job site and suffered heat exhaustion.,0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,"Heat exhaustion, prostration",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-883116-10239,2026-06-03,Baghjan,Drilling Rig,Unsafe Condition,An employee performing plumbing work was hospitalized after the hole hawg drill he was using caught his glove and amputated his right pinky finger.,0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,Amputations,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-883876-10240,2026-06-03,Duliajan,Central Workshop,Near Miss,"An employee was unloading bore gel from a trailer when they fell in a hole in the trailer decking, resulting in broken bones in their foot that required surgery.",1,"high-energy mechanism (Fall through surface or existing opening, unspec)","Fall through surface or existing opening, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-962363-10241,2026-06-03,Makum,Crude Oil Pump Station,Unsafe Act,An employee was changing the pump at a wellsite. The line froze up and the trapped hot condensate shot out and burned the employee's right forearm.,1,high-energy mechanism (Contact with hot objects or substances),Contact with hot objects or substances,"Heat (thermal) burns, unspecified",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-115267-10242,2026-06-04,Digboi,LPG Plant,Unsafe Act,An employee was picking up trash at a job site and had been working since 12:00 PM. The employee passed out and was hospitalized with dehydration.,0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,Multiple effects of heat and light,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-270234-10243,2026-06-04,Duliajan,Crude Oil Pump Station,Near Miss,An employee was hooking a trailer dolly to a second trailer when he slipped on some black ice and fell on his right hip. He experienced severe hip pain and was hospitalized with a possible hip fracture.,0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-289819-10244,2026-06-04,Duliajan,Central Workshop,Near Miss,An employee was pulling wire and installing conduit and suffered a heart attack.,0,"low-energy mechanism (Overexertion in pushing, pulling, or turning-sin)","Overexertion in pushing, pulling, or turning-single episode",Myocardial infarction (heart attack),OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-292957-10245,2026-06-04,Duliajan,Central Workshop,Near Miss,"Two employees were untangling lines along a furnace line when one of them, suffering from heat dehydration, became dazed and fell. The employee head struck the concrete floor, causing a head wound.",0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,"Effects of heat and light, n.e.c.",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-318247-10246,2026-06-04,Hapjan,Group Gathering Station,Unsafe Act,"An employee was transferring hot roofing tar (350 degrees Fahrenheit) from the truck to the tank when the hose connection to the truck came off, spraying them with hot tar. This resulted in burns to both hands and arms from the elbows down and on the right side of their head, including their ear.",1,high-energy mechanism (Contact with hot objects or substances),Contact with hot objects or substances,Thermal burns  degree unspecified,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-342587-10247,2026-06-04,Jorajan,Oil Collecting Station,Unsafe Condition,"On July 1, 2021, an employee was walking in the warehouse when they tripped and fell to the floor resulting in hospitalization for a fractured left hip.",0,"low-energy mechanism (Fall on same level due to tripping, unspecified)","Fall on same level due to tripping, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-356349-10248,2026-06-04,Tengakhat,Group Gathering Station,Unsafe Condition,Employee was cutting a piece of PVC pipe on a table saw when his left middle finger suffered a cut by the blade.,0,no high-energy mechanism identified (Struck against moving part of machinery ),Struck against moving part of machinery or equipment,"Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-399728-10249,2026-06-04,Naharkatiya,Oil Collecting Station,Unsafe Condition,"An employee was filling a water pail for coolant. After filling the bucket, the employee was walking back to his machine when he tripped on a raised piece of the concrete floor and landed on his right knee. The employee was hospitalized with a broken kneecap.",0,low-energy mechanism (Fall on same level due to tripping on uneven sur),Fall on same level due to tripping on uneven surface,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-419038-10250,2026-06-04,Digboi,Crude Oil Pump Station,Unsafe Condition,An employee was offloading a plate compactor from the company truck and felt pain in the abdominal area. The employee sustained a hernia.,0,low-energy mechanism (Overexertion while materials moving by hand),Overexertion while materials moving by hand,Hernias,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-512623-10251,2026-06-04,Kusijan,Workover Rig,Near Miss,"An employee collapsed due to heat exposure while delivering mail, requiring overnight hospitalization.",0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,"Effects of heat and light, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-513131-10252,2026-06-04,Digboi,LPG Plant,Unsafe Act,An employee was bleeding air out of an oil line on a binder machine when the machine engaged. The machine caught the employee's right arm and pulled it in. The employee was hospitalized with a fractured right radius.,0,no high-energy mechanism identified (Struck by running powered equipment  dur),"Struck by running powered equipment  during maintenance, cleaning, testing",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-545782-10253,2026-06-04,Makum,Pipeline Section,Unsafe Act,"Before 2:00 p.m. on January 18, 2022, a rural mail carrier was walking down a hill, back to their vehicle. The employee slipped and fell on icy ground and suffered a broken lower left leg. The employee was hospitalized, undergoing surgery.",0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-577726-10254,2026-06-04,Tengakhat,Pipeline Section,Unsafe Act,An employee fractured the right foot while changing the battery in a stand-up electric forklift.,0,no high-energy mechanism identified (Nonclassifiable),Nonclassifiable,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-674324-10255,2026-06-04,KG Basin - Kakinada,Gas Compressor Station,Unsafe Act,"An employee was installing a compressor piston. He tripped and fell backward while the piston was in his lap. As he landed, the little finger of his left hand became caught between the piston and compressor piping resulting in a partial amputation of the fingertip. The employee required stitches and the fingertip was reattached.",0,"low-energy mechanism (Fall on same level due to tripping, unspecified)","Fall on same level due to tripping, unspecified",Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-734895-10256,2026-06-04,Makum,Pipeline Section,Near Miss,"On July 26, 2017, an employee drove a utility vehicle up a hill to refuel a water pump. While driving the vehicle off the hill, the employee ran into mud, at which time the vehicle's back end kicked out. As he was trying to stop the vehicle, he fractured his left tibia, requiring hospitalization.",1,"high-energy mechanism (Nonroadway noncollision incident, n.e.c.)","Nonroadway noncollision incident, n.e.c.",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-755264-10257,2026-06-04,Duliajan,Crude Oil Pump Station,Near Miss,"An employee was walking while carrying a tub of mail. The employee's foot got caught on all-purpose container webbing, and the employee fell to the concrete floor. The employee was hospitalized for a broken rib on the left side and a collapsed left lung.",0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,Internal injuries to organs and blood vessels of the trunk,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-755771-10258,2026-06-04,Moran,Well Head,Unsafe Act,An employee fell in a parking lot after stepping on a small animal. He sustained a back injury and was hospitalized.,0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-787627-10259,2026-06-04,Chabua,Crude Oil Pump Station,Near Miss,An employee was walking on the loading dock when a nail entered the sole of his shoe and punctured his foot. The employee sustained an infection and was hospitalized.,0,no high-energy mechanism identified (Stepped on object),Stepped on object,"Puncture wounds, except gunshot wounds",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-805034-10260,2026-06-04,KG Basin - Kakinada,Well Head,Near Miss,An employee's fingertip was bitten off by a Pitbull while the employee was delivering mail on a walking mail route.,0,"low-energy mechanism (Other animal bites, nonvenomous)","Other animal bites, nonvenomous",Amputations,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-960112-10261,2026-06-04,Makum,Pipeline Section,Unsafe Act,"An employee was sitting on top of the middle section of a truss while waiting for another truss to be delivered by crane. The truss broke and employee fell approximately 15 feet to the ground and suffered a compound fracture to the left elbow, a fractured hip, and a fractured pelvis.",0,no high-energy mechanism identified (Fall from collapsing structure or equipm),Fall from collapsing structure or equipment 11 to 15 feet,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
